Field ID,Field Description,Category,Type,Instance,Data Coding,To Exclude 1,To Exclude 2,To Exclude 3
25604,Weighted-mean L2 in tract corticospinal tract (left),Diffusion brain MRI,Brain WM,2,,,,
25605,Weighted-mean L2 in tract corticospinal tract (right),Diffusion brain MRI,Brain WM,2,,,,
25606,Weighted-mean L2 in tract forceps major,Diffusion brain MRI,Brain WM,2,,,,
25607,Weighted-mean L2 in tract forceps minor,Diffusion brain MRI,Brain WM,2,,,,
25608,Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25609,Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25610,Weighted-mean L2 in tract inferior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25611,Weighted-mean L2 in tract inferior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25613,Weighted-mean L2 in tract medial lemniscus (left),Diffusion brain MRI,Brain WM,2,,,,
25614,Weighted-mean L2 in tract medial lemniscus (right),Diffusion brain MRI,Brain WM,2,,,,
25612,Weighted-mean L2 in tract middle cerebellar peduncle,Diffusion brain MRI,Brain WM,2,,,,
25602,Weighted-mean L2 in tract parahippocampal part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25603,Weighted-mean L2 in tract parahippocampal part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25615,Weighted-mean L2 in tract posterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25616,Weighted-mean L2 in tract posterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25617,Weighted-mean L2 in tract superior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25618,Weighted-mean L2 in tract superior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25619,Weighted-mean L2 in tract superior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25620,Weighted-mean L2 in tract superior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25621,Weighted-mean L2 in tract uncinate fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25622,Weighted-mean L2 in tract uncinate fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25623,Weighted-mean L3 in tract acoustic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25624,Weighted-mean L3 in tract acoustic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25625,Weighted-mean L3 in tract anterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25626,Weighted-mean L3 in tract anterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25627,Weighted-mean L3 in tract cingulate gyrus part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25628,Weighted-mean L3 in tract cingulate gyrus part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25631,Weighted-mean L3 in tract corticospinal tract (left),Diffusion brain MRI,Brain WM,2,,,,
25632,Weighted-mean L3 in tract corticospinal tract (right),Diffusion brain MRI,Brain WM,2,,,,
25633,Weighted-mean L3 in tract forceps major,Diffusion brain MRI,Brain WM,2,,,,
25634,Weighted-mean L3 in tract forceps minor,Diffusion brain MRI,Brain WM,2,,,,
25635,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25636,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25637,Weighted-mean L3 in tract inferior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25638,Weighted-mean L3 in tract inferior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25640,Weighted-mean L3 in tract medial lemniscus (left),Diffusion brain MRI,Brain WM,2,,,,
25641,Weighted-mean L3 in tract medial lemniscus (right),Diffusion brain MRI,Brain WM,2,,,,
25639,Weighted-mean L3 in tract middle cerebellar peduncle,Diffusion brain MRI,Brain WM,2,,,,
25629,Weighted-mean L3 in tract parahippocampal part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25630,Weighted-mean L3 in tract parahippocampal part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25642,Weighted-mean L3 in tract posterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25643,Weighted-mean L3 in tract posterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25644,Weighted-mean L3 in tract superior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25645,Weighted-mean L3 in tract superior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25646,Weighted-mean L3 in tract superior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25647,Weighted-mean L3 in tract superior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25648,Weighted-mean L3 in tract uncinate fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25649,Weighted-mean L3 in tract uncinate fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25515,Weighted-mean MD in tract acoustic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25516,Weighted-mean MD in tract acoustic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25517,Weighted-mean MD in tract anterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25518,Weighted-mean MD in tract anterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25519,Weighted-mean MD in tract cingulate gyrus part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25520,Weighted-mean MD in tract cingulate gyrus part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25523,Weighted-mean MD in tract corticospinal tract (left),Diffusion brain MRI,Brain WM,2,,,,
25524,Weighted-mean MD in tract corticospinal tract (right),Diffusion brain MRI,Brain WM,2,,,,
25525,Weighted-mean MD in tract forceps major,Diffusion brain MRI,Brain WM,2,,,,
25526,Weighted-mean MD in tract forceps minor,Diffusion brain MRI,Brain WM,2,,,,
25527,Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25528,Weighted-mean MD in tract inferior fronto-occipital fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25529,Weighted-mean MD in tract inferior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25530,Weighted-mean MD in tract inferior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25532,Weighted-mean MD in tract medial lemniscus (left),Diffusion brain MRI,Brain WM,2,,,,
25533,Weighted-mean MD in tract medial lemniscus (right),Diffusion brain MRI,Brain WM,2,,,,
25531,Weighted-mean MD in tract middle cerebellar peduncle,Diffusion brain MRI,Brain WM,2,,,,
25521,Weighted-mean MD in tract parahippocampal part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25522,Weighted-mean MD in tract parahippocampal part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25534,Weighted-mean MD in tract posterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25535,Weighted-mean MD in tract posterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25536,Weighted-mean MD in tract superior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25537,Weighted-mean MD in tract superior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25538,Weighted-mean MD in tract superior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25539,Weighted-mean MD in tract superior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25540,Weighted-mean MD in tract uncinate fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25541,Weighted-mean MD in tract uncinate fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25542,Weighted-mean MO in tract acoustic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25543,Weighted-mean MO in tract acoustic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25544,Weighted-mean MO in tract anterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25545,Weighted-mean MO in tract anterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25546,Weighted-mean MO in tract cingulate gyrus part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25547,Weighted-mean MO in tract cingulate gyrus part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25550,Weighted-mean MO in tract corticospinal tract (left),Diffusion brain MRI,Brain WM,2,,,,
25551,Weighted-mean MO in tract corticospinal tract (right),Diffusion brain MRI,Brain WM,2,,,,
25552,Weighted-mean MO in tract forceps major,Diffusion brain MRI,Brain WM,2,,,,
25553,Weighted-mean MO in tract forceps minor,Diffusion brain MRI,Brain WM,2,,,,
25554,Weighted-mean MO in tract inferior fronto-occipital fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25555,Weighted-mean MO in tract inferior fronto-occipital fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25556,Weighted-mean MO in tract inferior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25557,Weighted-mean MO in tract inferior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25559,Weighted-mean MO in tract medial lemniscus (left),Diffusion brain MRI,Brain WM,2,,,,
25560,Weighted-mean MO in tract medial lemniscus (right),Diffusion brain MRI,Brain WM,2,,,,
25558,Weighted-mean MO in tract middle cerebellar peduncle,Diffusion brain MRI,Brain WM,2,,,,
25548,Weighted-mean MO in tract parahippocampal part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25549,Weighted-mean MO in tract parahippocampal part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25561,Weighted-mean MO in tract posterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25562,Weighted-mean MO in tract posterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25563,Weighted-mean MO in tract superior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25564,Weighted-mean MO in tract superior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25565,Weighted-mean MO in tract superior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25566,Weighted-mean MO in tract superior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25567,Weighted-mean MO in tract uncinate fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25568,Weighted-mean MO in tract uncinate fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25677,Weighted-mean OD in tract acoustic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25678,Weighted-mean OD in tract acoustic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25679,Weighted-mean OD in tract anterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25680,Weighted-mean OD in tract anterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25681,Weighted-mean OD in tract cingulate gyrus part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25682,Weighted-mean OD in tract cingulate gyrus part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25685,Weighted-mean OD in tract corticospinal tract (left),Diffusion brain MRI,Brain WM,2,,,,
25686,Weighted-mean OD in tract corticospinal tract (right),Diffusion brain MRI,Brain WM,2,,,,
25687,Weighted-mean OD in tract forceps major,Diffusion brain MRI,Brain WM,2,,,,
25688,Weighted-mean OD in tract forceps minor,Diffusion brain MRI,Brain WM,2,,,,
25689,Weighted-mean OD in tract inferior fronto-occipital fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25690,Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25691,Weighted-mean OD in tract inferior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25692,Weighted-mean OD in tract inferior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25694,Weighted-mean OD in tract medial lemniscus (left),Diffusion brain MRI,Brain WM,2,,,,
25695,Weighted-mean OD in tract medial lemniscus (right),Diffusion brain MRI,Brain WM,2,,,,
25693,Weighted-mean OD in tract middle cerebellar peduncle,Diffusion brain MRI,Brain WM,2,,,,
25683,Weighted-mean OD in tract parahippocampal part of cingulum (left),Diffusion brain MRI,Brain WM,2,,,,
25684,Weighted-mean OD in tract parahippocampal part of cingulum (right),Diffusion brain MRI,Brain WM,2,,,,
25696,Weighted-mean OD in tract posterior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25697,Weighted-mean OD in tract posterior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25698,Weighted-mean OD in tract superior longitudinal fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25699,Weighted-mean OD in tract superior longitudinal fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
25700,Weighted-mean OD in tract superior thalamic radiation (left),Diffusion brain MRI,Brain WM,2,,,,
25701,Weighted-mean OD in tract superior thalamic radiation (right),Diffusion brain MRI,Brain WM,2,,,,
25702,Weighted-mean OD in tract uncinate fasciculus (left),Diffusion brain MRI,Brain WM,2,,,,
25703,Weighted-mean OD in tract uncinate fasciculus (right),Diffusion brain MRI,Brain WM,2,,,,
30690,Cholesterol,Blood biochemistry,Blood biochemistry,2,,,,
30710,C-reactive protein,Blood biochemistry,Blood biochemistry,2,,,,
30740,Glucose,Blood biochemistry,Blood biochemistry,2,,,,
30750,Glycated haemoglobin (HbA1c),Blood biochemistry,Blood biochemistry,2,,,,
30760,HDL cholesterol,Blood biochemistry,Blood biochemistry,2,,,,
30860,Total protein,Blood biochemistry,Blood biochemistry,2,,,,
30870,Triglycerides,Blood biochemistry,Blood biochemistry,2,,,,
30000,White blood cell (leukocyte) count,Blood count,Blood count,2,,,,
30080,Platelet count,Blood count,Blood count,2,,,,
30120,Lymphocyte count,Blood count,Blood count,2,,,,
30130,Monocyte count,Blood count,Blood count,2,,,,
30140,Neutrophill count,Blood count,Blood count,2,,,,
30180,Lymphocyte percentage,Blood count,Blood count,2,,,,
30190,Monocyte percentage,Blood count,Blood count,2,,,,
30200,Neutrophill percentage,Blood count,Blood count,2,,,,
23400,Total Cholesterol,NMR metabolomics,NMR metabolomics,2,,,,
23403,VLDL Cholesterol,NMR metabolomics,NMR metabolomics,2,,,,
23405,LDL Cholesterol,NMR metabolomics,NMR metabolomics,2,,,,
23406,HDL Cholesterol,NMR metabolomics,NMR metabolomics,2,,,,
23407,Total Triglycerides,NMR metabolomics,NMR metabolomics,2,,,,
23408,Triglycerides in VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23409,Triglycerides in LDL,NMR metabolomics,NMR metabolomics,2,,,,
23410,Triglycerides in HDL,NMR metabolomics,NMR metabolomics,2,,,,
23411,Total Phospholipids in Lipoprotein Particles,NMR metabolomics,NMR metabolomics,2,,,,
23412,Phospholipids in VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23413,Phospholipids in LDL,NMR metabolomics,NMR metabolomics,2,,,,
23414,Phospholipids in HDL,NMR metabolomics,NMR metabolomics,2,,,,
23415,Total Esterified Cholesterol,NMR metabolomics,NMR metabolomics,2,,,,
23416,Cholesteryl Esters in VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23417,Cholesteryl Esters in LDL,NMR metabolomics,NMR metabolomics,2,,,,
23418,Cholesteryl Esters in HDL,NMR metabolomics,NMR metabolomics,2,,,,
23419,Total Free Cholesterol,NMR metabolomics,NMR metabolomics,2,,,,
23420,Free Cholesterol in VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23421,Free Cholesterol in LDL,NMR metabolomics,NMR metabolomics,2,,,,
23422,Free Cholesterol in HDL,NMR metabolomics,NMR metabolomics,2,,,,
23423,Total Lipids in Lipoprotein Particles,NMR metabolomics,NMR metabolomics,2,,,,
23424,Total Lipids in VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23425,Total Lipids in LDL,NMR metabolomics,NMR metabolomics,2,,,,
23426,Total Lipids in HDL,NMR metabolomics,NMR metabolomics,2,,,,
23427,Total Concentration of Lipoprotein Particles,NMR metabolomics,NMR metabolomics,2,,,,
23428,Concentration of VLDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23429,Concentration of LDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23430,Concentration of HDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23437,Phosphatidylcholines,NMR metabolomics,NMR metabolomics,2,,,,
23442,Total Fatty Acids,NMR metabolomics,NMR metabolomics,2,,,,
23443,Degree of Unsaturation,NMR metabolomics,NMR metabolomics,2,,,,
23444,Omega-3 Fatty Acids,NMR metabolomics,NMR metabolomics,2,,,,
23445,Omega-6 Fatty Acids,NMR metabolomics,NMR metabolomics,2,,,,
23446,Polyunsaturated Fatty Acids,NMR metabolomics,NMR metabolomics,2,,,,
23449,Linoleic Acid,NMR metabolomics,NMR metabolomics,2,,,,
23450,Docosahexaenoic Acid,NMR metabolomics,NMR metabolomics,2,,,,
23451,Omega-3 Fatty Acids to Total Fatty Acids percentage,NMR metabolomics,NMR metabolomics,2,,,,
23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,NMR metabolomics,NMR metabolomics,2,,,,
23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,NMR metabolomics,NMR metabolomics,2,,,,
23456,Linoleic Acid to Total Fatty Acids percentage,NMR metabolomics,NMR metabolomics,2,,,,
23457,Docosahexaenoic Acid to Total Fatty Acids percentage,NMR metabolomics,NMR metabolomics,2,,,,
23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,NMR metabolomics,NMR metabolomics,2,,,,
23459,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio,NMR metabolomics,NMR metabolomics,2,,,,
23464,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine),NMR metabolomics,NMR metabolomics,2,,,,
23465,Isoleucine,NMR metabolomics,NMR metabolomics,2,,,,
23466,Leucine,NMR metabolomics,NMR metabolomics,2,,,,
23467,Valine,NMR metabolomics,NMR metabolomics,2,,,,
23470,Glucose,NMR metabolomics,NMR metabolomics,2,,,,
23473,Citrate,NMR metabolomics,NMR metabolomics,2,,,,
23474,3-Hydroxybutyrate,NMR metabolomics,NMR metabolomics,2,,,,
23475,Acetate,NMR metabolomics,NMR metabolomics,2,,,,
23476,Acetoacetate,NMR metabolomics,NMR metabolomics,2,,,,
23477,Acetone,NMR metabolomics,NMR metabolomics,2,,,,
23488,Concentration of Very Large VLDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23489,Total Lipids in Very Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23490,Phospholipids in Very Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23491,Cholesterol in Very Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23492,Cholesteryl Esters in Very Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23493,Free Cholesterol in Very Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23494,Triglycerides in Very Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23495,Concentration of Large VLDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23496,Total Lipids in Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23497,Phospholipids in Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23498,Cholesterol in Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23499,Cholesteryl Esters in Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23500,Free Cholesterol in Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23501,Triglycerides in Large VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23502,Concentration of Medium VLDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23503,Total Lipids in Medium VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23504,Phospholipids in Medium VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23505,Cholesterol in Medium VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23506,Cholesteryl Esters in Medium VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23507,Free Cholesterol in Medium VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23508,Triglycerides in Medium VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23509,Concentration of Small VLDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23510,Total Lipids in Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23511,Phospholipids in Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23512,Cholesterol in Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23513,Cholesteryl Esters in Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23514,Free Cholesterol in Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23515,Triglycerides in Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23516,Concentration of Very Small VLDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23517,Total Lipids in Very Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23518,Phospholipids in Very Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23519,Cholesterol in Very Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23520,Cholesteryl Esters in Very Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23521,Free Cholesterol in Very Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23522,Triglycerides in Very Small VLDL,NMR metabolomics,NMR metabolomics,2,,,,
23523,Concentration of IDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23524,Total Lipids in IDL,NMR metabolomics,NMR metabolomics,2,,,,
23525,Phospholipids in IDL,NMR metabolomics,NMR metabolomics,2,,,,
23526,Cholesterol in IDL,NMR metabolomics,NMR metabolomics,2,,,,
23527,Cholesteryl Esters in IDL,NMR metabolomics,NMR metabolomics,2,,,,
23528,Free Cholesterol in IDL,NMR metabolomics,NMR metabolomics,2,,,,
23529,Triglycerides in IDL,NMR metabolomics,NMR metabolomics,2,,,,
23530,Concentration of Large LDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23531,Total Lipids in Large LDL,NMR metabolomics,NMR metabolomics,2,,,,
23532,Phospholipids in Large LDL,NMR metabolomics,NMR metabolomics,2,,,,
23533,Cholesterol in Large LDL,NMR metabolomics,NMR metabolomics,2,,,,
23534,Cholesteryl Esters in Large LDL,NMR metabolomics,NMR metabolomics,2,,,,
23535,Free Cholesterol in Large LDL,NMR metabolomics,NMR metabolomics,2,,,,
23536,Triglycerides in Large LDL,NMR metabolomics,NMR metabolomics,2,,,,
23537,Concentration of Medium LDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23538,Total Lipids in Medium LDL,NMR metabolomics,NMR metabolomics,2,,,,
23539,Phospholipids in Medium LDL,NMR metabolomics,NMR metabolomics,2,,,,
23540,Cholesterol in Medium LDL,NMR metabolomics,NMR metabolomics,2,,,,
23541,Cholesteryl Esters in Medium LDL,NMR metabolomics,NMR metabolomics,2,,,,
23542,Free Cholesterol in Medium LDL,NMR metabolomics,NMR metabolomics,2,,,,
23543,Triglycerides in Medium LDL,NMR metabolomics,NMR metabolomics,2,,,,
23544,Concentration of Small LDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23545,Total Lipids in Small LDL,NMR metabolomics,NMR metabolomics,2,,,,
23546,Phospholipids in Small LDL,NMR metabolomics,NMR metabolomics,2,,,,
23547,Cholesterol in Small LDL,NMR metabolomics,NMR metabolomics,2,,,,
23548,Cholesteryl Esters in Small LDL,NMR metabolomics,NMR metabolomics,2,,,,
23549,Free Cholesterol in Small LDL,NMR metabolomics,NMR metabolomics,2,,,,
23550,Triglycerides in Small LDL,NMR metabolomics,NMR metabolomics,2,,,,
23551,Concentration of Very Large HDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23552,Total Lipids in Very Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23553,Phospholipids in Very Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23554,Cholesterol in Very Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23555,Cholesteryl Esters in Very Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23556,Free Cholesterol in Very Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23557,Triglycerides in Very Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23558,Concentration of Large HDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23559,Total Lipids in Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23560,Phospholipids in Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23561,Cholesterol in Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23562,Cholesteryl Esters in Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23563,Free Cholesterol in Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23564,Triglycerides in Large HDL,NMR metabolomics,NMR metabolomics,2,,,,
23565,Concentration of Medium HDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23566,Total Lipids in Medium HDL,NMR metabolomics,NMR metabolomics,2,,,,
23567,Phospholipids in Medium HDL,NMR metabolomics,NMR metabolomics,2,,,,
23568,Cholesterol in Medium HDL,NMR metabolomics,NMR metabolomics,2,,,,
23569,Cholesteryl Esters in Medium HDL,NMR metabolomics,NMR metabolomics,2,,,,
23570,Free Cholesterol in Medium HDL,NMR metabolomics,NMR metabolomics,2,,,,
23571,Triglycerides in Medium HDL,NMR metabolomics,NMR metabolomics,2,,,,
23572,Concentration of Small HDL Particles,NMR metabolomics,NMR metabolomics,2,,,,
23573,Total Lipids in Small HDL,NMR metabolomics,NMR metabolomics,2,,,,
23574,Phospholipids in Small HDL,NMR metabolomics,NMR metabolomics,2,,,,
23575,Cholesterol in Small HDL,NMR metabolomics,NMR metabolomics,2,,,,
23576,Cholesteryl Esters in Small HDL,NMR metabolomics,NMR metabolomics,2,,,,
23577,Free Cholesterol in Small HDL,NMR metabolomics,NMR metabolomics,2,,,,
23578,Triglycerides in Small HDL,NMR metabolomics,NMR metabolomics,2,,,,
23584,Phospholipids to Total Lipids in Very Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23585,Cholesterol to Total Lipids in Very Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23586,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23587,Free Cholesterol to Total Lipids in Very Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23588,Triglycerides to Total Lipids in Very Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23589,Phospholipids to Total Lipids in Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23590,Cholesterol to Total Lipids in Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23591,Cholesteryl Esters to Total Lipids in Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23592,Free Cholesterol to Total Lipids in Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23593,Triglycerides to Total Lipids in Large VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23594,Phospholipids to Total Lipids in Medium VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23595,Cholesterol to Total Lipids in Medium VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23596,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23597,Free Cholesterol to Total Lipids in Medium VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23598,Triglycerides to Total Lipids in Medium VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
23599,Phospholipids to Total Lipids in Small VLDL percentage,NMR metabolomics,NMR metabolomics,2,,,,
